,customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age
1913,1914,Male,72,1968-06-21,VP Product Management,Financial Services,Mass Customer,N,No,5,49
1914,1915,Female,40,1953-10-12,Social Worker,Health,Mass Customer,N,Yes,12,64
1915,1916,Male,71,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7,22
1916,1917,Female,7,1973-07-28,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,8,44
1918,1919,Male,40,1960-12-23,VP Product Management,Argiculture,Mass Customer,N,Yes,19,57
1919,1920,Male,29,1988-01-06,Sales Associate,Financial Services,Mass Customer,N,No,13,29
1920,1921,Female,70,1982-12-03,Accountant III,,Mass Customer,N,No,17,35
1921,1922,Female,7,1969-11-11,Speech Pathologist,,High Net Worth,N,Yes,5,48
1922,1923,Male,52,1970-08-23,Health Coach IV,Health,Mass Customer,N,No,9,47
1923,1924,Female,94,1965-12-01,VP Product Management,,Mass Customer,N,Yes,14,52
1924,1925,Female,34,1982-01-28,,,Mass Customer,N,Yes,7,35
1925,1926,Male,72,1957-11-15,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,10,60
1926,1927,Female,11,1975-07-15,Software Test Engineer I,Manufacturing,Affluent Customer,N,Yes,8,42
1927,1928,Male,2,1977-09-24,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,40
1928,1929,Female,79,1986-10-12,Food Chemist,Health,Affluent Customer,N,No,20,31
1929,1930,Male,27,1996-06-14,Speech Pathologist,Manufacturing,High Net Worth,N,No,3,21
1930,1931,Male,85,1973-11-06,Senior Developer,Health,Affluent Customer,N,No,6,44
1931,1932,Female,98,1977-01-03,Librarian,Entertainment,Affluent Customer,N,Yes,3,40
1932,1933,Male,72,1980-09-10,Automation Specialist I,Manufacturing,Affluent Customer,N,No,18,37
1933,1934,Male,70,1963-01-17,Budget/Accounting Analyst IV,,Affluent Customer,N,Yes,14,54
1934,1935,Male,72,1974-11-13,Senior Sales Associate,,Mass Customer,N,No,9,43
1935,1936,Female,36,1964-07-08,Junior Executive,Manufacturing,Mass Customer,N,Yes,12,53
1936,1937,Male,69,1974-01-08,Quality Engineer,Health,Mass Customer,N,No,19,43
1938,1939,Male,81,1992-05-03,Safety Technician I,,Mass Customer,N,Yes,8,25
1939,1940,Female,52,1977-03-02,Teacher,Manufacturing,High Net Worth,N,Yes,8,40
1940,1941,Male,83,1992-05-23,Librarian,Entertainment,Mass Customer,N,No,2,25
1941,1942,Male,0,1987-01-08,Programmer Analyst II,Financial Services,High Net Worth,N,No,19,30
1942,1943,Male,35,1985-10-03,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,13,32
1943,1944,Male,73,1980-07-30,Programmer III,Argiculture,High Net Worth,N,Yes,8,37
1944,1945,Male,88,1978-07-10,Software Test Engineer II,,High Net Worth,N,Yes,9,39
1945,1946,Male,37,1959-01-04,Systems Administrator III,,Mass Customer,N,No,8,58
1946,1947,Female,66,1963-12-11,Geologist II,Telecommunications,Affluent Customer,N,Yes,18,54
1947,1948,Female,30,1964-06-08,,Entertainment,Mass Customer,N,No,11,53
1948,1949,Female,9,1954-05-10,Legal Assistant,Manufacturing,Mass Customer,N,No,7,63
1949,1950,Male,27,1963-10-07,Web Developer II,Manufacturing,Affluent Customer,N,Yes,19,54
1950,1951,Male,93,2000-06-07,Health Coach II,Manufacturing,Mass Customer,N,Yes,2,17
1951,1952,Female,35,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9,43
1952,1953,Female,23,1978-06-05,Paralegal,Financial Services,High Net Worth,N,No,12,39
1953,1954,Male,88,1967-11-29,VP Sales,Manufacturing,Affluent Customer,N,No,5,50
1954,1955,Male,18,1980-11-22,Environmental Specialist,,Mass Customer,N,No,11,37
1955,1956,Male,36,1994-07-08,Human Resources Assistant I,Health,Affluent Customer,N,Yes,3,23
1956,1957,Male,1,1977-09-19,Accountant IV,Property,Affluent Customer,N,No,4,40
1957,1958,Female,62,1985-09-01,Professor,,Mass Customer,N,No,22,32
1958,1959,Male,3,1978-09-18,Director of Sales,Health,Mass Customer,N,Yes,16,39
1959,1960,Male,86,1978-07-03,Software Engineer II,,Mass Customer,N,Yes,10,39
1960,1961,Female,10,1960-11-22,Physical Therapy Assistant,,Mass Customer,N,Yes,15,57
1961,1962,Male,13,1977-11-01,Sales Representative,Retail,Mass Customer,N,Yes,22,40
1962,1963,Male,81,1998-03-18,Biostatistician I,Argiculture,Mass Customer,N,Yes,4,19
1963,1964,Female,60,1964-06-19,Mechanical Systems Engineer,Financial Services,Affluent Customer,N,Yes,9,53
1964,1965,Male,81,1973-12-14,Web Designer III,Retail,Mass Customer,N,Yes,3,44
1965,1966,Male,75,1993-10-31,,Financial Services,High Net Worth,N,No,3,24
1966,1967,Female,88,1985-11-19,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,17,32
1967,1968,Female,31,1994-06-12,Librarian,Entertainment,Mass Customer,N,No,1,23
1968,1969,Male,54,1961-07-06,Teacher,IT,Mass Customer,N,Yes,19,56
1969,1970,Male,51,1982-08-23,Desktop Support Technician,Manufacturing,Mass Customer,N,No,7,35
1970,1971,Female,49,1998-02-10,,Manufacturing,Mass Customer,N,Yes,4,19
1971,1972,Male,12,1989-07-14,,IT,Mass Customer,N,Yes,2,28
1972,1973,Female,52,1980-01-11,Media Manager IV,Financial Services,High Net Worth,N,No,5,37
1973,1974,Male,67,1958-06-15,Administrative Officer,,Mass Customer,N,Yes,15,59
1974,1975,Female,39,1965-10-19,Product Engineer,Health,Affluent Customer,N,No,4,52
1975,1976,Female,84,1975-08-16,Product Engineer,Manufacturing,Mass Customer,N,No,11,42
1976,1977,Female,28,1977-10-04,,Manufacturing,Mass Customer,N,Yes,5,40
1977,1978,Female,53,1955-01-06,Dental Hygienist,Health,Mass Customer,N,No,16,62
1978,1979,Male,98,1960-05-15,Statistician III,Manufacturing,Mass Customer,N,Yes,11,57
1979,1980,Male,97,1992-06-20,Food Chemist,Health,High Net Worth,N,Yes,7,25
1980,1981,Male,62,1986-01-30,Sales Associate,,Affluent Customer,N,No,12,31
1981,1982,Female,80,1968-03-30,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,16,49
1982,1983,Female,6,1963-03-10,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,18,54
1983,1984,Male,70,1999-06-01,Information Systems Manager,Health,Mass Customer,N,Yes,1,18
1984,1985,Female,1,1978-12-02,Computer Systems Analyst I,,Mass Customer,N,Yes,16,39
1985,1986,Female,53,1981-12-30,,Retail,Mass Customer,N,No,16,36
1986,1987,Male,56,1956-06-08,Research Associate,Health,Affluent Customer,N,No,8,61
1987,1988,Male,27,1957-04-15,Recruiting Manager,Property,Mass Customer,N,No,8,60
1988,1989,Female,46,1973-07-21,Graphic Designer,Property,High Net Worth,N,Yes,17,44
1990,1991,Male,35,1993-09-27,Research Nurse,Health,Mass Customer,N,Yes,8,24
1991,1992,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3,22
1992,1993,Male,82,1980-07-27,Accounting Assistant II,,High Net Worth,N,Yes,3,37
1993,1994,Female,71,1986-04-25,,Manufacturing,High Net Worth,N,No,11,31
1994,1995,Female,6,1969-03-26,Automation Specialist II,,Mass Customer,N,Yes,11,48
1995,1996,Male,4,1985-12-29,Structural Engineer,Manufacturing,Mass Customer,N,No,4,32
1996,1997,Male,57,1996-09-27,Structural Engineer,,Mass Customer,N,No,5,21
1997,1998,Male,13,1975-03-26,Media Manager IV,Manufacturing,High Net Worth,N,No,21,42
1998,1999,Female,6,1962-08-16,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7,55
2000,2001,Female,21,1977-10-06,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,3,40
2001,2002,Female,55,1971-06-20,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,12,46
2002,2003,Female,80,1962-06-21,Statistician III,Manufacturing,High Net Worth,N,Yes,8,55
2003,2004,Male,16,1963-06-12,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10,54
2004,2005,Female,41,1978-08-20,Accountant I,Manufacturing,High Net Worth,N,No,17,39
2005,2006,Female,33,1999-10-04,Senior Developer,Property,High Net Worth,N,Yes,2,18
2006,2007,Male,8,1970-04-13,Programmer I,Manufacturing,Mass Customer,N,Yes,15,47
2007,2008,Male,77,1993-07-27,Analyst Programmer,Financial Services,Mass Customer,N,Yes,3,24
2008,2009,Female,19,1960-03-16,Staff Accountant IV,Health,Affluent Customer,N,Yes,19,57
2009,2010,Male,88,1974-01-31,Data Coordiator,Manufacturing,High Net Worth,N,Yes,7,43
2010,2011,Male,68,1978-01-22,VP Sales,Manufacturing,High Net Worth,N,Yes,12,39
2011,2012,Female,55,1972-09-07,Health Coach I,Health,High Net Worth,N,No,4,45
2012,2013,Female,99,1995-08-10,Registered Nurse,Health,Affluent Customer,N,Yes,19,22
2013,2014,Female,49,1990-05-25,Associate Professor,Manufacturing,Mass Customer,N,Yes,8,27
2014,2015,Female,6,1974-02-19,Health Coach IV,Health,Affluent Customer,N,No,7,43
2015,2016,Female,89,1998-11-19,Executive Secretary,Retail,Affluent Customer,N,Yes,1,19
2016,2017,Male,67,1995-02-11,Programmer II,Financial Services,Affluent Customer,N,Yes,6,22
2017,2018,Male,80,1963-01-30,Senior Developer,Financial Services,Affluent Customer,N,No,12,54
2018,2019,Female,48,1953-09-13,VP Marketing,Entertainment,High Net Worth,N,No,17,64
2019,2020,Female,50,1971-05-06,Biostatistician IV,Property,Affluent Customer,N,Yes,14,46
2021,2022,Male,79,1982-07-03,,IT,Affluent Customer,N,No,7,35
2022,2023,Male,15,1971-01-11,Associate Professor,,High Net Worth,N,No,10,46
2023,2024,Female,69,2000-07-14,VP Sales,IT,Mass Customer,N,Yes,2,17
2024,2025,Male,59,1982-04-15,VP Quality Control,,Mass Customer,N,Yes,3,35
2025,2026,Female,62,1987-09-18,Structural Engineer,Property,Mass Customer,N,Yes,7,30
2026,2027,Male,89,1964-09-02,VP Product Management,,High Net Worth,N,No,10,53
2027,2028,Female,25,1976-12-10,Director of Sales,Retail,Affluent Customer,N,Yes,18,41
2028,2029,Male,10,1992-03-10,Nurse,Manufacturing,Mass Customer,N,No,7,25
2029,2030,Male,3,1961-01-09,Administrative Officer,Property,High Net Worth,N,No,15,56
2030,2031,Male,99,1987-01-21,Geologist III,,Mass Customer,N,No,12,30
2031,2032,Male,98,1983-09-09,Quality Control Specialist,Property,Mass Customer,N,Yes,9,34
2032,2033,Male,36,1971-08-31,Dental Hygienist,Health,High Net Worth,N,No,10,46
2033,2034,Female,87,1974-01-10,Speech Pathologist,Manufacturing,Mass Customer,N,No,8,43
2034,2035,Male,40,1979-06-01,Senior Developer,Health,Mass Customer,N,No,19,38
2035,2036,Female,11,1977-04-29,,,Mass Customer,N,No,17,40
2036,2037,Male,19,1989-01-04,VP Marketing,IT,Mass Customer,N,No,6,28
2037,2038,Female,9,1959-11-26,Structural Engineer,Financial Services,Mass Customer,N,Yes,5,58
2038,2039,Female,38,1978-03-26,Senior Developer,IT,High Net Worth,N,Yes,7,39
2039,2040,Male,25,1969-09-05,VP Sales,Retail,Affluent Customer,N,Yes,12,48
2040,2041,Male,52,1957-10-27,VP Accounting,Financial Services,Mass Customer,N,No,17,60
2041,2042,Male,65,1968-08-14,Registered Nurse,Health,Mass Customer,N,No,17,49
2042,2043,Female,67,1977-09-05,Software Consultant,,Mass Customer,N,No,7,40
2043,2044,Female,84,1998-08-02,Quality Engineer,Health,Mass Customer,N,Yes,1,19
2044,2045,Female,15,1984-07-03,VP Sales,Financial Services,High Net Worth,N,No,15,33
2045,2046,Female,3,1959-07-27,Marketing Manager,,Mass Customer,N,Yes,13,58
2046,2047,Female,45,1975-04-13,Paralegal,Financial Services,Affluent Customer,N,Yes,21,42
2047,2048,Female,22,1960-04-13,Financial Advisor,Financial Services,High Net Worth,N,No,13,57
2048,2049,Male,21,1962-02-12,Assistant Professor,Manufacturing,High Net Worth,N,No,5,55
2049,2050,Female,22,1954-06-26,Business Systems Development Analyst,,Mass Customer,N,Yes,5,63
2050,2051,Female,8,1959-06-15,Geological Engineer,Manufacturing,Affluent Customer,N,No,20,58
2051,2052,Male,5,1955-11-30,,Retail,Mass Customer,N,Yes,8,62
2052,2053,Male,7,1978-05-28,,Financial Services,Affluent Customer,N,Yes,11,39
2053,2054,Male,12,1995-08-21,,Manufacturing,Mass Customer,N,Yes,22,22
2054,2055,Male,46,1980-09-14,Administrative Assistant III,Retail,High Net Worth,N,No,7,37
2055,2056,Female,65,1986-03-04,Biostatistician IV,Property,High Net Worth,N,No,22,31
2056,2057,Female,99,1959-10-04,Accounting Assistant IV,Manufacturing,Affluent Customer,N,Yes,15,58
2057,2058,Female,99,1978-02-04,Database Administrator I,Argiculture,High Net Worth,N,No,7,39
2058,2059,Female,21,1977-02-15,Graphic Designer,,High Net Worth,N,No,12,40
2059,2060,Female,17,1959-01-23,Statistician II,Financial Services,Mass Customer,N,No,17,58
2060,2061,Female,71,1983-01-24,Technical Writer,Manufacturing,High Net Worth,N,No,4,34
2061,2062,Male,67,1976-08-19,Junior Executive,Retail,Mass Customer,N,No,18,41
2062,2063,Male,55,1963-06-17,Clinical Specialist,Health,Affluent Customer,N,No,16,54
2063,2064,Male,99,1969-05-19,VP Marketing,Health,Mass Customer,N,Yes,18,48
2064,2065,Male,66,1978-03-13,Technical Writer,Retail,Mass Customer,N,Yes,12,39
2065,2066,Male,91,1969-12-21,Food Chemist,Health,High Net Worth,N,Yes,12,48
2066,2067,Male,81,1979-05-05,Registered Nurse,Health,Mass Customer,N,No,17,38
2067,2068,Female,23,1956-08-08,Account Representative I,,High Net Worth,N,No,8,61
2069,2070,Female,0,1981-12-05,Recruiting Manager,,Mass Customer,N,No,8,36
2070,2071,Female,69,1978-02-07,,,Mass Customer,N,No,10,39
2071,2072,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9,57
2072,2073,Female,87,1974-01-30,,Manufacturing,High Net Worth,N,Yes,10,43
2073,2074,Female,90,1997-06-11,,Financial Services,Mass Customer,N,No,4,20
2074,2075,Female,95,1973-04-23,Environmental Tech,Manufacturing,Mass Customer,N,No,8,44
2075,2076,Female,73,1969-06-03,Assistant Manager,Manufacturing,Mass Customer,N,Yes,5,48
2076,2077,Female,67,1992-02-26,Cost Accountant,Financial Services,Mass Customer,N,Yes,7,25
2077,2078,Female,15,1989-08-30,Computer Systems Analyst III,Manufacturing,Mass Customer,N,No,3,28
2078,2079,Female,49,1956-07-29,Account Executive,,High Net Worth,N,No,11,61
2079,2080,Female,15,1959-08-07,Human Resources Assistant IV,,High Net Worth,N,No,17,58
2080,2081,Female,69,1972-06-21,Senior Editor,Financial Services,Mass Customer,N,No,13,45
2081,2082,Female,38,1979-12-07,Legal Assistant,Health,Affluent Customer,N,Yes,19,38
2082,2083,Female,5,1980-07-18,,,Mass Customer,N,No,4,37
2083,2084,Female,6,1986-10-03,,IT,Mass Customer,N,Yes,17,31
2084,2085,Female,83,1956-05-03,Pharmacist,Health,Mass Customer,N,No,11,61
2085,2086,Male,68,1997-01-03,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1,20
2086,2087,Male,76,1969-06-08,Administrative Officer,IT,Mass Customer,N,Yes,15,48
2087,2088,Male,2,1969-10-09,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14,48
2088,2089,Male,93,1958-01-07,Safety Technician I,Financial Services,High Net Worth,N,No,15,59
2089,2090,Male,63,1964-12-05,Help Desk Technician,Financial Services,Mass Customer,N,Yes,17,53
2090,2091,Female,27,1980-06-22,Office Assistant II,Argiculture,Mass Customer,N,No,9,37
2091,2092,Male,14,1977-12-22,Safety Technician IV,Manufacturing,High Net Worth,N,No,18,40
2092,2093,Male,94,1999-09-10,Programmer II,Financial Services,High Net Worth,N,No,2,18
2093,2094,Male,15,1984-01-27,Biostatistician IV,,Mass Customer,N,No,16,33
2094,2095,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8,28
2095,2096,Female,74,1969-05-21,Programmer III,Telecommunications,High Net Worth,N,Yes,12,48
2096,2097,Male,38,1988-04-08,Recruiter,Telecommunications,Mass Customer,N,No,21,29
2097,2098,Female,82,1969-12-13,Dental Hygienist,Health,High Net Worth,N,No,16,48
2098,2099,Male,40,1959-10-03,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,19,58
2099,2100,Male,34,1978-05-30,Marketing Assistant,IT,Mass Customer,N,No,14,39
2100,2101,Female,71,1998-03-08,General Manager,,Mass Customer,N,Yes,2,19
2101,2102,Male,80,1976-01-08,Senior Editor,,Affluent Customer,N,No,5,41
2102,2103,Male,94,1975-09-22,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,18,42
2103,2104,Female,31,1979-01-29,Structural Analysis Engineer,Financial Services,Mass Customer,N,No,11,38
2104,2105,Male,29,1971-11-11,Food Chemist,Health,High Net Worth,N,Yes,6,46
2105,2106,Male,91,1970-03-19,Project Manager,Financial Services,High Net Worth,N,Yes,13,47
2106,2107,Female,2,1992-07-10,Biostatistician IV,IT,Affluent Customer,N,Yes,4,25
2107,2108,Female,41,1985-11-24,Software Test Engineer IV,Property,Mass Customer,N,Yes,18,32
2108,2109,Female,14,1965-04-13,Account Representative II,Health,High Net Worth,N,Yes,18,52
2109,2110,Male,29,1973-07-31,Human Resources Assistant III,Manufacturing,High Net Worth,N,No,14,44
2110,2111,Male,98,1973-12-28,Speech Pathologist,Property,Affluent Customer,N,Yes,12,44
2111,2112,Female,64,1993-05-17,Accounting Assistant I,Financial Services,Mass Customer,N,Yes,6,24
2112,2113,Female,91,1972-01-06,Internal Auditor,Manufacturing,Affluent Customer,N,No,17,45
2113,2114,Male,78,1954-11-29,Safety Technician III,Argiculture,High Net Worth,N,No,19,63
2114,2115,Male,17,1975-08-31,Food Chemist,Health,Mass Customer,N,Yes,17,42
2115,2116,Male,81,1979-01-20,Research Associate,Financial Services,Affluent Customer,N,Yes,9,38
2116,2117,Male,76,1995-06-14,Computer Systems Analyst I,Health,Affluent Customer,N,No,3,22
2117,2118,Male,29,1978-07-22,Developer III,,High Net Worth,N,No,7,39
2118,2119,Female,51,1985-03-01,Senior Cost Accountant,Financial Services,Mass Customer,N,No,17,32
2119,2120,Male,80,1997-01-03,Web Designer III,Manufacturing,Mass Customer,N,No,1,20
2120,2121,Female,35,1989-02-15,Nurse,Financial Services,Mass Customer,N,Yes,22,28
2121,2122,Male,85,1973-01-27,Registered Nurse,Health,High Net Worth,N,Yes,11,44
2122,2123,Female,36,1993-03-19,Software Engineer II,Manufacturing,Affluent Customer,N,No,2,24
2123,2124,Male,17,1978-01-30,,Retail,High Net Worth,N,No,18,39
2124,2125,Female,9,1975-01-27,VP Quality Control,Financial Services,High Net Worth,N,No,18,42
2125,2126,Male,65,1958-03-29,Product Engineer,Health,Mass Customer,N,Yes,17,59
2126,2127,Female,66,1974-02-15,Web Designer I,Manufacturing,Mass Customer,N,No,7,43
2127,2128,Male,31,1976-09-25,Data Coordiator,Property,Affluent Customer,N,Yes,16,41
2128,2129,Male,26,1980-10-07,Electrical Engineer,Manufacturing,High Net Worth,N,No,3,37
2129,2130,Female,95,1990-01-01,Structural Engineer,Property,High Net Worth,N,Yes,16,27
2130,2131,Female,12,1971-03-21,Payment Adjustment Coordinator,,Mass Customer,N,Yes,7,46
2131,2132,Female,16,1985-02-02,Human Resources Manager,Financial Services,High Net Worth,N,Yes,22,32
2132,2133,Female,44,1998-01-20,General Manager,Financial Services,High Net Worth,N,No,3,19
2133,2134,Male,16,2000-02-21,Nurse,Manufacturing,Affluent Customer,N,No,2,17
2134,2135,Male,97,1980-09-18,Structural Engineer,,Mass Customer,N,Yes,15,37
2135,2136,Female,21,1965-07-12,Office Assistant I,Health,High Net Worth,N,Yes,5,52
2136,2137,Female,46,1971-06-22,Chemical Engineer,Manufacturing,Affluent Customer,N,No,5,46
2137,2138,Female,23,1978-11-28,Graphic Designer,Manufacturing,High Net Worth,N,No,15,39
2138,2139,Female,87,1982-02-06,Accountant II,IT,Affluent Customer,N,Yes,7,35
2139,2140,Male,59,1976-09-30,Help Desk Operator,Telecommunications,High Net Worth,N,No,21,41
2140,2141,Female,50,1964-08-21,Programmer I,Financial Services,High Net Worth,N,Yes,4,53
2141,2142,Female,61,1979-07-02,Biostatistician IV,,Affluent Customer,N,No,7,38
2142,2143,Male,53,1963-12-23,Business Systems Development Analyst,,High Net Worth,N,Yes,10,54
2143,2144,Female,12,1978-04-11,Office Assistant IV,Property,Mass Customer,N,Yes,9,39
2144,2145,Female,44,1959-11-11,Librarian,Entertainment,Affluent Customer,N,Yes,19,58
2145,2146,Male,75,1967-01-25,,,Mass Customer,N,No,13,50
2146,2147,Male,42,1998-11-04,Engineer IV,,High Net Worth,N,Yes,1,19
2147,2148,Female,78,1989-03-20,Engineer I,Manufacturing,Mass Customer,N,Yes,15,28
2148,2149,Female,26,1978-05-19,Professor,,High Net Worth,N,No,6,39
2149,2150,Male,75,1959-09-05,,Retail,Affluent Customer,N,Yes,8,58
2150,2151,Male,9,1986-10-23,,Entertainment,Affluent Customer,N,No,6,31
2151,2152,Female,40,1968-11-05,Database Administrator III,Manufacturing,Mass Customer,N,Yes,19,49
2152,2153,Male,22,1986-10-13,Financial Analyst,Financial Services,Mass Customer,N,No,10,31
2153,2154,Female,86,1980-01-08,Chemical Engineer,Manufacturing,High Net Worth,N,No,6,37
2154,2155,Female,24,1964-01-09,Data Coordiator,,Mass Customer,N,No,14,53
2155,2156,Male,96,1977-04-08,Desktop Support Technician,Retail,Mass Customer,N,Yes,18,40
2156,2157,Female,52,1978-01-30,Community Outreach Specialist,Property,Mass Customer,N,No,19,39
2157,2158,Male,11,1960-12-18,Physical Therapy Assistant,Entertainment,Mass Customer,N,No,6,57
2158,2159,Male,19,1963-10-05,,,High Net Worth,N,Yes,6,54
2159,2160,Female,64,1971-06-26,Recruiter,Health,Mass Customer,N,Yes,15,46
2160,2161,Male,35,1998-01-14,,Financial Services,Mass Customer,N,No,4,19
2161,2162,Male,49,1974-05-09,Paralegal,Financial Services,High Net Worth,N,Yes,10,43
2162,2163,Male,41,1996-12-25,VP Product Management,,Mass Customer,N,Yes,6,21
2163,2164,Female,12,1973-08-16,Financial Analyst,Financial Services,Mass Customer,N,Yes,18,44
2165,2166,Female,78,1984-11-09,Nurse,Property,Mass Customer,N,No,16,33
2166,2167,Female,31,1997-07-11,Librarian,Entertainment,Mass Customer,N,No,1,20
2167,2168,Male,83,1974-11-16,VP Accounting,Financial Services,Mass Customer,N,Yes,17,43
2168,2169,Male,80,1979-02-28,Senior Financial Analyst,Financial Services,Mass Customer,N,No,18,38
2169,2170,Male,27,1963-04-27,Geological Engineer,Manufacturing,Affluent Customer,N,No,6,54
2170,2171,Female,21,1970-02-10,Pharmacist,Health,High Net Worth,N,No,10,47
2171,2172,Male,6,1979-01-05,Information Systems Manager,Health,Affluent Customer,N,Yes,13,38
2172,2173,Female,27,1976-09-21,Help Desk Technician,IT,Mass Customer,N,Yes,22,41
2173,2174,Male,32,1962-09-21,Account Executive,Argiculture,High Net Worth,N,No,11,55
2174,2175,Male,23,1985-11-01,Web Developer III,Health,Mass Customer,N,No,13,32
2175,2176,Female,79,1962-11-09,Accountant II,Property,High Net Worth,N,Yes,12,55
2176,2177,Male,35,1977-10-08,Social Worker,Health,Mass Customer,N,No,9,40
2177,2178,Female,20,1954-03-18,Mechanical Systems Engineer,Retail,Mass Customer,N,No,12,63
2178,2179,Male,15,1960-08-20,Desktop Support Technician,Manufacturing,Mass Customer,N,No,17,57
2179,2180,Male,98,1960-01-11,Chief Design Engineer,,High Net Worth,N,Yes,13,57
2180,2181,Male,99,1974-07-17,Account Executive,IT,Mass Customer,N,Yes,8,43
2181,2182,Male,47,1967-04-23,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,16,50
2182,2183,Female,61,1972-02-07,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,7,45
2183,2184,Male,49,1971-12-05,Statistician III,Health,Mass Customer,N,No,11,46
2184,2185,Female,40,1963-10-15,Human Resources Assistant II,Property,Mass Customer,N,No,19,54
2185,2186,Female,61,1963-03-18,Clinical Specialist,Health,High Net Worth,N,No,5,54
2186,2187,Female,52,1997-12-27,Budget/Accounting Analyst I,Health,Mass Customer,N,No,2,20
2187,2188,Female,85,1972-04-03,Nurse Practicioner,,Mass Customer,N,No,17,45
2188,2189,Male,43,1998-02-25,Safety Technician II,Financial Services,High Net Worth,N,No,4,19
2189,2190,Female,77,1979-04-17,,IT,Affluent Customer,N,No,13,38
2190,2191,Male,2,1976-05-11,Payment Adjustment Coordinator,,Mass Customer,N,Yes,4,41
2191,2192,Male,93,1966-08-27,Staff Accountant II,,Mass Customer,N,No,14,51
2192,2193,Male,66,1955-12-16,Developer III,,Mass Customer,N,Yes,6,62
2193,2194,Female,79,1958-09-10,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,11,59
2194,2195,Female,94,1987-05-02,GIS Technical Architect,Financial Services,Affluent Customer,N,Yes,13,30
2195,2196,Male,66,1976-06-08,Media Manager I,Retail,High Net Worth,N,Yes,7,41
2196,2197,Male,32,1993-09-16,Programmer Analyst I,Financial Services,Mass Customer,N,No,7,24
2197,2198,Male,1,1998-01-10,Editor,Property,Affluent Customer,N,Yes,1,19
2198,2199,Female,89,1983-02-09,Account Coordinator,Property,High Net Worth,N,Yes,13,34
2199,2200,Male,23,1986-07-13,Community Outreach Specialist,,Affluent Customer,N,Yes,16,31
2200,2201,Female,56,1998-12-12,Design Engineer,Financial Services,Affluent Customer,N,Yes,1,19
2201,2202,Female,46,1977-08-19,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,8,40
2202,2203,Male,13,1998-12-23,Sales Associate,Health,High Net Worth,N,Yes,2,19
2203,2204,Female,16,1967-09-07,Librarian,Entertainment,High Net Worth,N,No,7,50
2205,2206,Male,60,1957-05-25,Structural Engineer,Financial Services,Affluent Customer,N,No,14,60
2206,2207,Female,93,1979-01-26,Web Designer IV,Manufacturing,Mass Customer,N,Yes,16,38
2207,2208,Female,59,1954-05-07,,,Mass Customer,N,No,9,63
2208,2209,Male,4,1993-08-04,Registered Nurse,Health,Affluent Customer,N,Yes,3,24
2209,2210,Male,16,1985-11-24,Registered Nurse,Health,High Net Worth,N,No,5,32
2210,2211,Female,3,1975-08-27,,Manufacturing,Mass Customer,N,Yes,18,42
2211,2212,Female,22,1974-05-13,Technical Writer,Manufacturing,Affluent Customer,N,Yes,20,43
2212,2213,Female,70,1996-05-07,Legal Assistant,,Affluent Customer,N,Yes,6,21
2213,2214,Male,52,1957-03-26,,Manufacturing,High Net Worth,N,Yes,8,60
2214,2215,Female,50,1971-02-20,Structural Engineer,Financial Services,Mass Customer,N,Yes,18,46
2215,2216,Female,29,1962-01-02,Systems Administrator II,Property,High Net Worth,N,Yes,10,55
2216,2217,Male,98,1981-10-17,Paralegal,Financial Services,Mass Customer,N,No,16,36
2217,2218,Female,94,1992-05-27,Senior Sales Associate,Health,Affluent Customer,N,No,4,25
2218,2219,Male,73,1982-03-01,Senior Quality Engineer,,High Net Worth,N,Yes,3,35
2219,2220,Male,35,1959-05-13,Legal Assistant,Financial Services,Mass Customer,N,Yes,13,58
2220,2221,Male,80,1995-11-07,General Manager,Argiculture,Affluent Customer,N,No,7,22
2221,2222,Female,20,1974-08-26,Professor,Financial Services,Mass Customer,N,No,14,43
2222,2223,Female,38,1981-01-29,Professor,Health,Mass Customer,N,No,12,36
